# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3255685	3262251	+					ppsC	887686	Rv2933	6567		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3255685	3262251	+	NP_217449.1	WP_003414837.1		phthiocerol synthesis polyketide synthase type I PpsC	ppsC	887686	Rv2933	6567	2188	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3262248	3267731	+					ppsD	887172	Rv2934	5484		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3262248	3267731	+	NP_217450.1	WP_003899549.1		phthiocerol synthesis polyketide synthase type I PpsD	ppsD	887172	Rv2934	5484	1827	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3267737	3272203	+					ppsE	888210	Rv2935	4467		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3267737	3272203	+	NP_217451.1	WP_003900602.1		phthiocerol synthesis polyketide synthase type I PpsE	ppsE	888210	Rv2935	4467	1488	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3272214	3273209	+					drrA	888168	Rv2936	996		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3272214	3273209	+	NP_217452.1	WP_003901496.1		daunorubicin ABC transporter ATP-binding protein DrrA	drrA	888168	Rv2936	996	331	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3273206	3274075	+					drrB	887968	Rv2937	870		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3273206	3274075	+	NP_217453.1	WP_003414848.1		daunorubicin ABC transporter permease DrrB	drrB	887968	Rv2937	870	289	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3274072	3274902	+					drrC	888491	Rv2938	831		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3274072	3274902	+	NP_217454.1	WP_003414851.1		daunorubicin ABC transporter permease DrrC	drrC	888491	Rv2938	831	276	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3274949	3276217	+					papA5	887327	Rv2939	1269		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3274949	3276217	+	NP_217455.1	WP_003414853.1		phthiocerol/phthiodiolone dimycocerosyl transferase	papA5	887327	Rv2939	1269	422	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3276380	3282715	-					mas	887982	Rv2940c	6336		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3276380	3282715	-	NP_217456.1	WP_003899551.1		multifunctional mycocerosic acid synthase	mas	887982	Rv2940c	6336	2111	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3283335	3285077	+					fadD28	887454	Rv2941	1743		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3283335	3285077	+	NP_217457.1	WP_003414857.1		long-chain-fatty-acid--AMP ligase FadD28	fadD28	887454	Rv2941	1743	580	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3285070	3287832	+					mmpL7	887548	Rv2942	2763		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3285070	3287832	+	NP_217458.1	WP_003414861.1		transmembrane transport protein MmpL7	mmpL7	887548	Rv2942	2763	920	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3288464	3289705	+						887834	Rv2943	1242		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3288464	3289705	+	NP_217459.1	WP_003414864.1		insertion sequence element IS1533 transposase		887834	Rv2943	1242	413	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3289705	3290235	+						3205061	Rv2943A	531		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3289705	3290235	+	YP_177680.1	WP_003414865.1		transposase		3205061	Rv2943A	531	176	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3289790	3290506	+						887636	Rv2944	717		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3289790	3290506	+	NP_217460.1	WP_003414867.1		insertion sequence element IS1533 transposase		887636	Rv2944	717	238	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3290624	3291325	-					lppX	887956	Rv2945c	702		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3290624	3291325	-	NP_217461.1	WP_003414872.1		lipoprotein LppX	lppX	887956	Rv2945c	702	233	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3291503	3296353	-					pks1	888122	Rv2946c	4851		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3291503	3296353	-	NP_217462.1	WP_003917711.1		polyketide synthase	pks1	888122	Rv2946c	4851	1616	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3296350	3297840	-					pks15	887291	Rv2947c	1491		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3296350	3297840	-	NP_217463.1	WP_009936729.1		polyketide synthase	pks15	887291	Rv2947c	1491	496	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3297837	3299954	-					fadD22	887295	Rv2948c	2118		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3297837	3299954	-	NP_217464.1	WP_003414884.1		p-hydroxybenzoyl--AMP ligase	fadD22	887295	Rv2948c	2118	705	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3299971	3300570	-						887206	Rv2949c	600		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3299971	3300570	-	NP_217465.1	WP_003414887.1		chorismate pyruvate-lyase		887206	Rv2949c	600	199	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3300596	3302455	-					fadD29	887202	Rv2950c	1860		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3300596	3302455	-	NP_217466.3	WP_003899553.1		long-chain-fatty-acid--AMP ligase FadD29	fadD29	887202	Rv2950c	1860	619	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3303103	3304248	-						887887	Rv2951c	1146		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3303103	3304248	-	NP_217467.1	WP_003414891.1		phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase		887887	Rv2951c	1146	381	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3304441	3305253	+						887311	Rv2952	813		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3304441	3305253	+	NP_217468.1	WP_003414900.1		phthiotriol/phenolphthiotriol dimycocerosates methyltransferase		887311	Rv2952	813	270	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3305279	3306535	+						887772	Rv2953	1257		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3305279	3306535	+	NP_217469.1	WP_003414903.1		trans-acting enoyl reductase		887772	Rv2953	1257	418	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3306666	3307391	-						887214	Rv2954c	726		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3306666	3307391	-	NP_217470.1	WP_003414905.1		hypothetical protein		887214	Rv2954c	726	241	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3307580	3308545	-						887318	Rv2955c	966		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3307580	3308545	-	NP_217471.1	WP_003414906.1		hypothetical protein		887318	Rv2955c	966	321	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3308668	3309399	+						887486	Rv2956	732		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3308668	3309399	+	NP_217472.1	WP_003899556.1		hypothetical protein		887486	Rv2956	732	243	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3309470	3310297	+						887258	Rv2957	828		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3309470	3310297	+	NP_217473.1	WP_003414909.1		PGL/p-HBAD biosynthesis glycosyltransferase		887258	Rv2957	828	275	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3310714	3312000	-						887816	Rv2958c	1287		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3310714	3312000	-	NP_217474.1	WP_003899557.1		PGL/p-HBAD biosynthesis glycosyltransferase		887816	Rv2958c	1287	428	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3312101	3312838	-						887862	Rv2959c	738		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3312101	3312838	-	NP_217475.1	WP_003414919.1		rhamnosyl O-methyltransferase		887862	Rv2959c	738	245	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3312953	3313201	-						887224	Rv2960c	249		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3312953	3313201	-	NP_217476.1	WP_003899558.1		hypothetical protein		887224	Rv2960c	249	82	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3313283	3313672	+						887316	Rv2961	390		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3313283	3313672	+	NP_217477.1	WP_003414921.1		transposase		887316	Rv2961	390	129	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3313773	3315122	-						887892	Rv2962c	1350		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3313773	3315122	-	NP_217478.1	WP_003414922.1		PGL/p-HBAD biosynthesis rhamnosyltransferase		887892	Rv2962c	1350	449	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3315236	3316456	+						887263	Rv2963	1221		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3315236	3316456	+	NP_217479.1	WP_003414924.1		integral membrane protein		887263	Rv2963	1221	406	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3316529	3317461	+					purU	887338	Rv2964	933		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3316529	3317461	+	NP_217480.1	WP_003899559.1		formyltetrahydrofolate deformylase	purU	887338	Rv2964	933	310	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3318330	3318815	-					kdtB	888423	Rv2965c	486		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3318330	3318815	-	NP_217481.1	WP_003414998.1		phosphopantetheine adenylyltransferase	kdtB	888423	Rv2965c	486	161	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3318901	3319467	-						888469	Rv2966c	567		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3318901	3319467	-	NP_217482.1	WP_003415001.1		methyltransferase		888469	Rv2966c	567	188	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3319663	3323046	-					pca	887299	Rv2967c	3384		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3319663	3323046	-	NP_217483.1	WP_003415003.1		pyruvate carboxylase	pca	887299	Rv2967c	3384	1127	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3323071	3323703	-						888476	Rv2968c	633		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3323071	3323703	-	NP_217484.1	WP_003415007.1		integral membrane protein		888476	Rv2968c	633	210	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3323709	3324476	-						888481	Rv2969c	768		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3323709	3324476	-	NP_217485.1	WP_003415010.1		hypothetical protein		888481	Rv2969c	768	255	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3324573	3325703	-					lipN	887194	Rv2970c	1131		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3324573	3325703	-	NP_217486.1	WP_003415015.1		lipase/esterase LipN	lipN	887194	Rv2970c	1131	376	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3325934	3326104	+						3205038	Rv2970A	171		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3325934	3326104	+	YP_177681.1	WP_003415019.1		hypothetical protein		3205038	Rv2970A	171	56	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3326101	3326949	+						887275	Rv2971	849		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3326101	3326949	+	NP_217487.1	WP_003899563.1		oxidoreductase		887275	Rv2971	849	282	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3327023	3327736	-						887191	Rv2972c	714		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3327023	3327736	-	NP_217488.1	WP_003415024.1		hypothetical protein		887191	Rv2972c	714	237	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3327733	3329946	-					recG	887439	Rv2973c	2214		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3327733	3329946	-	NP_217489.1	WP_003415026.1		ATP-dependent DNA helicase RecG	recG	887439	Rv2973c	2214	737	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3329949	3331361	-						887383	Rv2974c	1413		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3329949	3331361	-	NP_217490.1	WP_003415028.1		hypothetical protein		887383	Rv2974c	1413	470	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3331358	3331612	-						887512	Rv2975c	255		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3331358	3331612	-	NP_217491.1	WP_003906954.1		hypothetical protein		887512	Rv2975c	255	84	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3331854	3332048	+						19394683	Rv2975a	195		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3331854	3332048	+	YP_009030042.1	WP_003415030.1		50S ribosomal protein L28		19394683	Rv2975a	195	64	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3332071	3332754	-					ung	887410	Rv2976c	684		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3332071	3332754	-	NP_217492.1	WP_003899565.1		uracil-DNA glycosylase	ung	887410	Rv2976c	684	227	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3332787	3333788	-					thiL	888342	Rv2977c	1002		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3332787	3333788	-	NP_217493.1	WP_003415034.1		thiamine-monophosphate kinase	thiL	888342	Rv2977c	1002	333	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3333785	3335164	-						887390	Rv2978c	1380		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3333785	3335164	-	NP_217494.1	WP_003415037.1		transposase		887390	Rv2978c	1380	459	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3335164	3335748	-						888325	Rv2979c	585		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3335164	3335748	-	NP_217495.1	WP_003899566.1		resolvase		888325	Rv2979c	585	194	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3335960	3336505	+						887506	Rv2980	546		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3335960	3336505	+	NP_217496.1	WP_003415041.1		hypothetical protein		887506	Rv2980	546	181	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3336796	3337917	-					ddlA	888415	Rv2981c	1122		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3336796	3337917	-	NP_217497.1	WP_003912011.1		D-alanine--D-alanine ligase	ddlA	888415	Rv2981c	1122	373	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3337995	3338999	-					gpdA2	887864	Rv2982c	1005		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3337995	3338999	-	NP_217498.1	WP_003917087.1		glycerol-3-phosphate dehydrogenase	gpdA2	887864	Rv2982c	1005	334	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3339118	3339762	+						888161	Rv2983	645		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3339118	3339762	+	NP_217499.1	WP_003415094.1		2-phospho-L-lactate guanylyltransferase		888161	Rv2983	645	214	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3339854	3342082	+					ppk1	887482	Rv2984	2229		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3339854	3342082	+	NP_217500.1	WP_003415097.1		polyphosphate kinase	ppk1	887482	Rv2984	2229	742	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3342165	3343118	+					mutT1	888165	Rv2985	954		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3342165	3343118	+	NP_217501.1	WP_003899569.1		8-oxo-dGTP diphosphatase	mutT1	888165	Rv2985	954	317	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3343176	3343820	-					hupB	888166	Rv2986c	645		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3343176	3343820	-	NP_217502.1	WP_003415107.1		DNA-binding protein HU	hupB	888166	Rv2986c	645	214	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3344033	3344629	-					leuD	888225	Rv2987c	597		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3344033	3344629	-	NP_217503.1	WP_003415110.1		3-isopropylmalate dehydratase small subunit	leuD	888225	Rv2987c	597	198	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3344654	3346075	-					leuC	887875	Rv2988c	1422		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3344654	3346075	-	NP_217504.1	WP_003899570.1		3-isopropylmalate dehydratase large subunit	leuC	887875	Rv2988c	1422	473	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3346147	3346848	+						887723	Rv2989	702		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3346147	3346848	+	NP_217505.1	WP_003415115.1		transcriptional regulator		887723	Rv2989	702	233	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3346859	3347719	-						887176	Rv2990c	861		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3346859	3347719	-	NP_217506.1	WP_003415118.1		hypothetical protein		887176	Rv2990c	861	286	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3347982	3348473	+						887792	Rv2991	492		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3347982	3348473	+	NP_217507.1	WP_003899572.1		hypothetical protein		887792	Rv2991	492	163	
gene	tRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3348547	3348619	-					gluU	2700433	Rvnt35	73		
tRNA		GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3348547	3348619	-				tRNA-Glu	gluU	2700433	Rvnt35	73		anticodon=CTC
gene	tRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3348659	3348730	-					glnU	2700442	Rvnt36	72		
tRNA		GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3348659	3348730	-				tRNA-Gln	glnU	2700442	Rvnt36	72		anticodon=CTG
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3348805	3350277	-					gltS	887850	Rv2992c	1473		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3348805	3350277	-	YP_177915.1	WP_003415122.1		glutamate--tRNA ligase	gltS	887850	Rv2992c	1473	490	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3350274	3350993	-						887867	Rv2993c	720		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3350274	3350993	-	NP_217509.3	WP_003901510.1		2-hydroxyhepta-2,4-diene-1,7-dioate isomerase		887867	Rv2993c	720	239	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3351269	3352606	+						888200	Rv2994	1338		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3351269	3352606	+	NP_217510.1	WP_003415142.1		MFS-type transporter		888200	Rv2994	1338	445	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3352458	3353468	-					leuB	888182	Rv2995c	1011		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3352458	3353468	-	NP_217511.1	WP_003899576.1		3-isopropylmalate dehydrogenase	leuB	888182	Rv2995c	1011	336	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3353483	3355069	-					serA1	887154	Rv2996c	1587		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3353483	3355069	-	YP_177916.1	WP_003899578.1		D-3-phosphoglycerate dehydrogenase	serA1	887154	Rv2996c	1587	528	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3355099	3356541	+						888637	Rv2997	1443		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3355099	3356541	+	NP_217513.1	WP_003415150.1		dehydrogenase		888637	Rv2997	1443	480	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3356815	3357276	+						888646	Rv2998	462		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3356815	3357276	+	NP_217514.1	WP_003899579.1		hypothetical protein		888646	Rv2998	462	153	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3357602	3358567	+					lppY	887357	Rv2999	966		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3357602	3358567	+	NP_217515.1	WP_003917088.1		lipoprotein LppY	lppY	887357	Rv2999	966	321	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3358612	3359271	+						887271	Rv3000	660		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3358612	3359271	+	NP_217516.1	WP_003415160.1		transmembrane protein		887271	Rv3000	660	219	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3359585	3360586	-					ilvC	887483	Rv3001c	1002		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3359585	3360586	-	NP_217517.3	WP_003899581.1		ketol-acid reductoisomerase	ilvC	887483	Rv3001c	1002	333	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3360624	3361130	-					ilvN	887226	Rv3002c	507		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3360624	3361130	-	NP_217518.1	WP_003415167.1		acetolactate synthase small subunit	ilvN	887226	Rv3002c	507	168	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3361130	3362986	-					ilvB1	887286	Rv3003c	1857		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3361130	3362986	-	YP_177917.1	WP_003415168.1		acetolactate synthase large subunit IlvB	ilvB1	887286	Rv3003c	1857	618	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3363348	3363686	+					cfp6	887891	Rv3004	339		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3363348	3363686	+	NP_217520.1	WP_003415170.1		low molecular weight protein antigen 6	cfp6	887891	Rv3004	339	112	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3363693	3364532	-						887305	Rv3005c	840		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3363693	3364532	-	NP_217521.1	WP_003415171.1		hypothetical protein		887305	Rv3005c	840	279	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3364709	3365830	+					lppZ	887308	Rv3006	1122		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3364709	3365830	+	NP_217522.1	WP_003415173.1		lipoprotein LppZ	lppZ	887308	Rv3006	1122	373	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3365836	3366450	-						888938	Rv3007c	615		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3365836	3366450	-	NP_217523.1	WP_003415174.1		oxidoreductase		888938	Rv3007c	615	204	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3366644	3367267	+						888530	Rv3008	624		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3366644	3367267	+	NP_217524.1	WP_003899584.1		hypothetical protein		888530	Rv3008	624	207	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3367264	3368793	-					gatB	888919	Rv3009c	1530		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3367264	3368793	-	NP_217525.1	WP_003415248.1		aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	gatB	888919	Rv3009c	1530	509	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3368823	3369854	-					pfkA	888509	Rv3010c	1032		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3368823	3369854	-	NP_217526.1	WP_003415251.1		6-phosphofructokinase	pfkA	888509	Rv3010c	1032	343	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3369950	3371434	-					gatA	887262	Rv3011c	1485		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3369950	3371434	-	NP_217527.2	WP_003900613.1		glutamyl-tRNA(GLN) amidotransferase subunit A	gatA	887262	Rv3011c	1485	494	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	3371431	3371730	-					gatC	887335	Rv3012c	300		
